starting worker pid=31332 on localhost:11425 at 15:03:44.680
starting worker pid=26892 on localhost:11425 at 15:03:44.681
starting worker pid=16932 on localhost:11425 at 15:03:44.706
starting worker pid=45812 on localhost:11425 at 15:03:44.736
starting worker pid=38252 on localhost:11425 at 15:03:44.817
starting worker pid=42400 on localhost:11425 at 15:03:44.843
starting worker pid=3328 on localhost:11425 at 15:03:44.868
starting worker pid=36316 on localhost:11425 at 15:03:44.892
starting worker pid=22760 on localhost:11425 at 15:03:44.945
starting worker pid=17796 on localhost:11425 at 15:03:44.963
starting worker pid=45412 on localhost:11425 at 15:03:44.983
starting worker pid=29608 on localhost:11425 at 15:03:44.993
starting worker pid=41012 on localhost:11425 at 15:03:45.023
starting worker pid=24068 on localhost:11425 at 15:03:45.034
starting worker pid=33332 on localhost:11425 at 15:03:45.048
starting worker pid=40240 on localhost:11425 at 15:03:45.064
starting worker pid=36768 on localhost:11425 at 15:03:45.097
starting worker pid=37776 on localhost:11425 at 15:03:45.105
starting worker pid=29184 on localhost:11425 at 15:03:45.117
starting worker pid=43656 on localhost:11425 at 15:03:45.122
starting worker pid=23508 on localhost:11425 at 15:03:45.124
starting worker pid=31048 on localhost:11425 at 15:03:45.124
starting worker pid=25452 on localhost:11425 at 15:03:45.139
starting worker pid=35628 on localhost:11425 at 15:03:45.143
starting worker pid=23844 on localhost:11425 at 15:03:45.159
starting worker pid=42568 on localhost:11425 at 15:03:45.182
starting worker pid=25640 on localhost:11425 at 15:03:45.182
starting worker pid=18532 on localhost:11425 at 15:03:45.198
starting worker pid=37748 on localhost:11425 at 15:03:45.260
starting worker pid=20760 on localhost:11425 at 15:03:45.276
starting worker pid=27468 on localhost:11425 at 15:03:45.279
starting worker pid=13512 on localhost:11425 at 15:03:45.282
starting worker pid=28056 on localhost:11425 at 15:03:45.305
starting worker pid=13128 on localhost:11425 at 15:03:45.311
starting worker pid=27888 on localhost:11425 at 15:03:45.313
starting worker pid=42848 on localhost:11425 at 15:03:45.316
starting worker pid=41604 on localhost:11425 at 15:03:45.336
starting worker pid=37864 on localhost:11425 at 15:03:45.337
starting worker pid=36844 on localhost:11425 at 15:03:45.338
starting worker pid=39692 on localhost:11425 at 15:03:45.338
starting worker pid=41316 on localhost:11425 at 15:03:45.356
starting worker pid=24412 on localhost:11425 at 15:03:45.376
starting worker pid=42092 on localhost:11425 at 15:03:45.377
starting worker pid=40668 on localhost:11425 at 15:03:45.382
starting worker pid=29128 on localhost:11425 at 15:03:45.385
starting worker pid=38360 on localhost:11425 at 15:03:45.386
starting worker pid=28192 on localhost:11425 at 15:03:45.396
starting worker pid=31784 on localhost:11425 at 15:03:45.398
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 56 / 100 for setting 2 / 3 at 2025-02-27 16:41:44.03623.
Finished rep 57 / 100 for setting 2 / 3 at 2025-02-27 16:41:49.863858.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 58 / 100 for setting 2 / 3 at 2025-02-27 16:41:55.776374.
Finished rep 60 / 100 for setting 2 / 3 at 2025-02-27 16:41:59.011056.
Finished rep 59 / 100 for setting 2 / 3 at 2025-02-27 16:41:59.972957.
Finished rep 62 / 100 for setting 2 / 3 at 2025-02-27 16:42:02.496522.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 63 / 100 for setting 2 / 3 at 2025-02-27 16:42:06.788953.
Finished rep 61 / 100 for setting 2 / 3 at 2025-02-27 16:42:09.468623.
Finished rep 64 / 100 for setting 2 / 3 at 2025-02-27 16:42:13.96633.
Finished rep 65 / 100 for setting 2 / 3 at 2025-02-27 16:42:15.213507.
Finished rep 66 / 100 for setting 2 / 3 at 2025-02-27 16:42:26.159378.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 67 / 100 for setting 2 / 3 at 2025-02-27 16:42:27.644778.
Finished rep 68 / 100 for setting 2 / 3 at 2025-02-27 16:42:30.357925.
Error in RP_CW_Ensemble: Error in h(simpleError(msg, call)): Fehler bei der Auswertung des Argumentes 'y' bei der Methodenauswahl für Funktion 'crossprod': LAPACK 'dpotrf': leading minor of order 32 is not positive definite

Finished rep 69 / 100 for setting 2 / 3 at 2025-02-27 16:42:34.020975.
Finished rep 70 / 100 for setting 2 / 3 at 2025-02-27 16:42:36.862162.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 71 / 100 for setting 2 / 3 at 2025-02-27 16:42:38.784846.
Finished rep 72 / 100 for setting 2 / 3 at 2025-02-27 16:42:41.229136.
Finished rep 74 / 100 for setting 2 / 3 at 2025-02-27 16:42:47.350159.
Finished rep 75 / 100 for setting 2 / 3 at 2025-02-27 16:42:49.692383.
Finished rep 73 / 100 for setting 2 / 3 at 2025-02-27 16:42:50.656027.
Error in RP_CW_Ensemble: Error in h(simpleError(msg, call)): Fehler bei der Auswertung des Argumentes 'y' bei der Methodenauswahl für Funktion 'crossprod': LAPACK 'dpotrf': leading minor of order 28 is not positive definite

Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 76 / 100 for setting 2 / 3 at 2025-02-27 16:43:00.019619.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 77 / 100 for setting 2 / 3 at 2025-02-27 16:43:01.674945.
Finished rep 80 / 100 for setting 2 / 3 at 2025-02-27 16:43:10.679771.
Finished rep 78 / 100 for setting 2 / 3 at 2025-02-27 16:43:11.095487.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 84 / 100 for setting 2 / 3 at 2025-02-27 16:43:11.830112.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 79 / 100 for setting 2 / 3 at 2025-02-27 16:43:13.226443.
Finished rep 81 / 100 for setting 2 / 3 at 2025-02-27 16:43:13.351351.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 82 / 100 for setting 2 / 3 at 2025-02-27 16:43:18.780718.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 83 / 100 for setting 2 / 3 at 2025-02-27 16:43:21.559291.
Error in RP_CW_Ensemble: Error in h(simpleError(msg, call)): Fehler bei der Auswertung des Argumentes 'y' bei der Methodenauswahl für Funktion 'crossprod': LAPACK 'dpotrf': leading minor of order 23 is not positive definite

Finished rep 85 / 100 for setting 2 / 3 at 2025-02-27 16:43:31.406993.
Finished rep 86 / 100 for setting 2 / 3 at 2025-02-27 16:43:33.199611.
Finished rep 87 / 100 for setting 2 / 3 at 2025-02-27 16:43:40.995435.
Finished rep 88 / 100 for setting 2 / 3 at 2025-02-27 16:43:41.988649.
Finished rep 89 / 100 for setting 2 / 3 at 2025-02-27 16:43:44.558263.
Finished rep 90 / 100 for setting 2 / 3 at 2025-02-27 16:43:46.838011.
Finished rep 91 / 100 for setting 2 / 3 at 2025-02-27 16:43:50.814551.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 93 / 100 for setting 2 / 3 at 2025-02-27 16:43:55.988299.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 92 / 100 for setting 2 / 3 at 2025-02-27 16:43:58.917072.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 94 / 100 for setting 2 / 3 at 2025-02-27 16:44:04.134484.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 95 / 100 for setting 2 / 3 at 2025-02-27 16:44:06.981974.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 96 / 100 for setting 2 / 3 at 2025-02-27 16:44:13.037026.
Finished rep 98 / 100 for setting 2 / 3 at 2025-02-27 16:44:16.384036.
Finished rep 99 / 100 for setting 2 / 3 at 2025-02-27 16:44:18.921883.
Finished rep 97 / 100 for setting 2 / 3 at 2025-02-27 16:44:20.857114.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 100 / 100 for setting 2 / 3 at 2025-02-27 16:44:41.339756.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 60 / 100 for setting 1 / 3 at 2025-02-27 16:45:13.981192.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 62 / 100 for setting 1 / 3 at 2025-02-27 16:47:04.878391.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 63 / 100 for setting 1 / 3 at 2025-02-27 16:48:01.15603.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 68 / 100 for setting 1 / 3 at 2025-02-27 16:49:25.860425.
Finished rep 72 / 100 for setting 1 / 3 at 2025-02-27 16:49:42.962252.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 76 / 100 for setting 1 / 3 at 2025-02-27 16:50:00.64262.
Finished rep 64 / 100 for setting 1 / 3 at 2025-02-27 16:50:12.774582.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 61 / 100 for setting 1 / 3 at 2025-02-27 16:50:30.33762.
Finished rep 67 / 100 for setting 1 / 3 at 2025-02-27 16:50:34.977669.
Finished rep 69 / 100 for setting 1 / 3 at 2025-02-27 16:50:44.325167.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 74 / 100 for setting 1 / 3 at 2025-02-27 16:51:03.812465.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 70 / 100 for setting 1 / 3 at 2025-02-27 16:51:35.13384.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 79 / 100 for setting 1 / 3 at 2025-02-27 16:53:16.914289.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 80 / 100 for setting 1 / 3 at 2025-02-27 16:54:02.113411.
Finished rep 83 / 100 for setting 1 / 3 at 2025-02-27 16:54:36.194223.
Finished rep 87 / 100 for setting 1 / 3 at 2025-02-27 16:54:53.363319.
Finished rep 88 / 100 for setting 1 / 3 at 2025-02-27 16:54:58.428719.
Finished rep 73 / 100 for setting 1 / 3 at 2025-02-27 16:55:01.424829.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 85 / 100 for setting 1 / 3 at 2025-02-27 16:55:29.938567.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 81 / 100 for setting 1 / 3 at 2025-02-27 16:55:34.193667.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 75 / 100 for setting 1 / 3 at 2025-02-27 16:55:52.171697.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 78 / 100 for setting 1 / 3 at 2025-02-27 16:56:19.937862.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 71 / 100 for setting 1 / 3 at 2025-02-27 16:56:33.062896.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 94 / 100 for setting 1 / 3 at 2025-02-27 16:56:55.844095.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 89 / 100 for setting 1 / 3 at 2025-02-27 16:57:02.292661.
Finished rep 65 / 100 for setting 1 / 3 at 2025-02-27 16:57:13.286177.
Finished rep 95 / 100 for setting 1 / 3 at 2025-02-27 16:57:13.954662.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 84 / 100 for setting 1 / 3 at 2025-02-27 16:57:18.911259.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 77 / 100 for setting 1 / 3 at 2025-02-27 16:57:28.76914.
Finished rep 93 / 100 for setting 1 / 3 at 2025-02-27 16:57:46.44263.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 82 / 100 for setting 1 / 3 at 2025-02-27 16:57:56.486003.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 90 / 100 for setting 1 / 3 at 2025-02-27 16:58:14.071254.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 99 / 100 for setting 1 / 3 at 2025-02-27 16:58:40.302815.
Finished rep 92 / 100 for setting 1 / 3 at 2025-02-27 16:58:43.083925.
Finished rep 86 / 100 for setting 1 / 3 at 2025-02-27 16:58:46.856266.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 96 / 100 for setting 1 / 3 at 2025-02-27 16:58:55.863449.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 91 / 100 for setting 1 / 3 at 2025-02-27 16:59:05.898859.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 66 / 100 for setting 1 / 3 at 2025-02-27 16:59:32.364087.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 97 / 100 for setting 1 / 3 at 2025-02-27 16:59:37.468343.
Finished rep 100 / 100 for setting 1 / 3 at 2025-02-27 16:59:46.739547.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 98 / 100 for setting 1 / 3 at 2025-02-27 17:01:27.305203.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 4 / 100 for setting 3 / 3 at 2025-02-27 17:29:51.947422.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 2 / 100 for setting 3 / 3 at 2025-02-27 17:30:46.857137.
Finished rep 5 / 100 for setting 3 / 3 at 2025-02-27 17:30:48.749368.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 1 / 100 for setting 3 / 3 at 2025-02-27 17:31:21.861955.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 9 / 100 for setting 3 / 3 at 2025-02-27 17:31:59.009931.
Finished rep 3 / 100 for setting 3 / 3 at 2025-02-27 17:32:06.084293.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 7 / 100 for setting 3 / 3 at 2025-02-27 17:32:34.167947.
Finished rep 8 / 100 for setting 3 / 3 at 2025-02-27 17:32:45.681475.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 6 / 100 for setting 3 / 3 at 2025-02-27 17:33:33.564552.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 10 / 100 for setting 3 / 3 at 2025-02-27 17:37:22.003511.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 11 / 100 for setting 3 / 3 at 2025-02-27 17:42:23.064145.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 16 / 100 for setting 3 / 3 at 2025-02-27 17:42:53.530458.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 12 / 100 for setting 3 / 3 at 2025-02-27 17:45:24.79141.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 19 / 100 for setting 3 / 3 at 2025-02-27 17:45:43.509694.
Finished rep 13 / 100 for setting 3 / 3 at 2025-02-27 17:46:29.840176.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 14 / 100 for setting 3 / 3 at 2025-02-27 17:47:54.281105.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 46 / 100 for setting 3 / 3 at 2025-02-27 17:48:42.252038.
Finished rep 20 / 100 for setting 3 / 3 at 2025-02-27 17:48:50.796474.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 28 / 100 for setting 3 / 3 at 2025-02-27 17:50:18.26209.
Finished rep 32 / 100 for setting 3 / 3 at 2025-02-27 17:50:24.243738.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 22 / 100 for setting 3 / 3 at 2025-02-27 17:50:35.21226.
Finished rep 29 / 100 for setting 3 / 3 at 2025-02-27 17:51:11.146857.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 25 / 100 for setting 3 / 3 at 2025-02-27 17:51:26.662198.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 26 / 100 for setting 3 / 3 at 2025-02-27 17:51:45.36394.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 23 / 100 for setting 3 / 3 at 2025-02-27 17:52:12.815061.
Finished rep 30 / 100 for setting 3 / 3 at 2025-02-27 17:52:16.000299.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 18 / 100 for setting 3 / 3 at 2025-02-27 17:52:23.653197.
Finished rep 17 / 100 for setting 3 / 3 at 2025-02-27 17:52:32.91592.
Finished rep 40 / 100 for setting 3 / 3 at 2025-02-27 17:52:34.482881.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 15 / 100 for setting 3 / 3 at 2025-02-27 17:52:50.900485.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 24 / 100 for setting 3 / 3 at 2025-02-27 17:53:14.31159.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 33 / 100 for setting 3 / 3 at 2025-02-27 17:53:28.151546.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 37 / 100 for setting 3 / 3 at 2025-02-27 17:53:49.728265.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 27 / 100 for setting 3 / 3 at 2025-02-27 17:54:13.519446.
Finished rep 47 / 100 for setting 3 / 3 at 2025-02-27 17:54:15.409824.
Finished rep 31 / 100 for setting 3 / 3 at 2025-02-27 17:54:23.572848.
Finished rep 41 / 100 for setting 3 / 3 at 2025-02-27 17:54:27.129817.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 42 / 100 for setting 3 / 3 at 2025-02-27 17:54:30.684501.
Finished rep 44 / 100 for setting 3 / 3 at 2025-02-27 17:54:35.519805.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 21 / 100 for setting 3 / 3 at 2025-02-27 17:54:46.090904.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 43 / 100 for setting 3 / 3 at 2025-02-27 17:55:48.37561.
Finished rep 39 / 100 for setting 3 / 3 at 2025-02-27 17:56:23.070408.
Finished rep 35 / 100 for setting 3 / 3 at 2025-02-27 17:56:38.653313.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 36 / 100 for setting 3 / 3 at 2025-02-27 17:57:39.584257.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 38 / 100 for setting 3 / 3 at 2025-02-27 17:58:18.654088.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 49 / 100 for setting 3 / 3 at 2025-02-27 18:00:00.505637.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 50 / 100 for setting 3 / 3 at 2025-02-27 18:00:25.795013.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 45 / 100 for setting 3 / 3 at 2025-02-27 18:01:49.192023.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 48 / 100 for setting 3 / 3 at 2025-02-27 18:05:29.211017.
Finished rep 34 / 100 for setting 3 / 3 at 2025-02-27 18:06:37.639479.
Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Error in PCR: Error in La.svd(X): unendliche oder fehlende Werte in 'x'

Finished rep 52 / 100 for setting 3 / 3 at 2025-02-27 18:17:30.988692.
Finished rep 57 / 100 for setting 3 / 3 at 2025-02-27 18:19:13.602814.
Finished rep 54 / 100 for setting 3 / 3 at 2025-02-27 18:19:33.433583.
Finished rep 51 / 100 for setting 3 / 3 at 2025-02-27 18:19:37.549865.
Finished rep 56 / 100 for setting 3 / 3 at 2025-02-27 18:19:38.043157.
Finished rep 53 / 100 for setting 3 / 3 at 2025-02-27 18:20:12.332547.
Finished rep 55 / 100 for setting 3 / 3 at 2025-02-27 18:20:50.064008.
Finished rep 58 / 100 for setting 3 / 3 at 2025-02-27 18:21:51.768997.
Finished rep 59 / 100 for setting 3 / 3 at 2025-02-27 18:21:58.760872.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 60 / 100 for setting 3 / 3 at 2025-02-27 18:32:46.584335.
Finished rep 61 / 100 for setting 3 / 3 at 2025-02-27 18:39:37.432297.
Error in BAMP: Error in if (sum((beta_new_t - beta_t)^2) < tol * sum(beta_t^2) || it >= : Fehlender Wert, wo TRUE/FALSE nötig ist

Finished rep 71 / 100 for setting 3 / 3 at 2025-02-27 18:40:45.591841.
Finished rep 64 / 100 for setting 3 / 3 at 2025-02-27 18:41:53.919825.
Finished rep 63 / 100 for setting 3 / 3 at 2025-02-27 18:42:50.968541.
Finished rep 67 / 100 for setting 3 / 3 at 2025-02-27 18:43:45.398764.
Finished rep 79 / 100 for setting 3 / 3 at 2025-02-27 18:43:47.259724.
Finished rep 65 / 100 for setting 3 / 3 at 2025-02-27 18:44:14.837974.
Finished rep 66 / 100 for setting 3 / 3 at 2025-02-27 18:44:15.322869.
Finished rep 62 / 100 for setting 3 / 3 at 2025-02-27 18:44:22.743155.
Finished rep 68 / 100 for setting 3 / 3 at 2025-02-27 18:46:30.284888.
Finished rep 78 / 100 for setting 3 / 3 at 2025-02-27 18:46:57.437035.
Finished rep 90 / 100 for setting 3 / 3 at 2025-02-27 18:47:30.999456.
Finished rep 70 / 100 for setting 3 / 3 at 2025-02-27 18:47:34.53595.
Finished rep 82 / 100 for setting 3 / 3 at 2025-02-27 18:47:54.85135.
Finished rep 74 / 100 for setting 3 / 3 at 2025-02-27 18:48:01.597283.
Finished rep 75 / 100 for setting 3 / 3 at 2025-02-27 18:48:08.1512.
Finished rep 81 / 100 for setting 3 / 3 at 2025-02-27 18:49:12.043491.
Finished rep 83 / 100 for setting 3 / 3 at 2025-02-27 18:49:21.158905.
Finished rep 73 / 100 for setting 3 / 3 at 2025-02-27 18:49:24.58071.
Finished rep 77 / 100 for setting 3 / 3 at 2025-02-27 18:49:40.021329.
Finished rep 86 / 100 for setting 3 / 3 at 2025-02-27 18:49:49.170997.
Finished rep 72 / 100 for setting 3 / 3 at 2025-02-27 18:50:21.454096.
Finished rep 85 / 100 for setting 3 / 3 at 2025-02-27 18:51:19.447549.
Finished rep 94 / 100 for setting 3 / 3 at 2025-02-27 18:51:37.215792.
Finished rep 80 / 100 for setting 3 / 3 at 2025-02-27 18:52:15.700673.
Finished rep 91 / 100 for setting 3 / 3 at 2025-02-27 18:52:16.105034.
Finished rep 69 / 100 for setting 3 / 3 at 2025-02-27 18:52:23.249015.
Finished rep 89 / 100 for setting 3 / 3 at 2025-02-27 18:52:49.395893.
